"TITLE","COMPANY","LOCATION","IS_REMOTE","JOB_URL","SOURCE","SEARCH_TERM","SEARCH_CITY","TECHNICAL_STACK","KEY_RESPONSIBILITIES","REQUIRED_EXPERIENCE","SUCCESS_METRICS","SALARY_RANGE","SALARY_IS_ESTIMATED","SYSTEMS_FIT","RETRIEVAL_INFRA_FIT","ALGORITHMIC_ML_FIT","OVERALL_MATCH","MATCH_REASON","VISA_ANALYSIS"
"Embedded Software Engineer Web Interface Developer","Motorola Solutions","Los Angeles, CA, US",False,"https://www.indeed.com/viewjob?jk=dfe115a0ddc09f06","indeed","software engineer (""new grad"" OR junior OR entry OR ""0-3 years"")","Los Angeles, CA","JavaScript, HTML, Python, C","Develop, maintain, improve and test Silvus StreamCaster radio’s web interface | Develop applications running on the Silvus StreamCaster radios | Participate in advanced research projects","N/A, Bachelor’s Degree in Electrical Engineering, Computer Science, or Computer Engineering","","$43.27 - $57.00/hour",False,"High","Low","Low",85,"This role is primarily focused on embedded software development and web interface creation, aligning well with the candidate's strong systems background, particularly in Python backend development.","The job description does not specify any restrictions on visa sponsorship and mentions that candidates must be authorized to work in the US."
"Junior Software Developer","Tower Mobility","Los Angeles, CA, US",False,"https://www.indeed.com/viewjob?jk=c12aaacdd0ddd8cc","indeed","software engineer (""new grad"" OR junior OR entry OR ""0-3 years"")","Los Angeles, CA","JavaScript, TypeScript, React, HTML5, CSS3, Node.js, REST APIs, Git, CI/CD, AWS, Azure","Develop and maintain web applications using TypeScript, JavaScript, and React | Collaborate with designers and backend developers to deliver high-quality user experiences | Write clean, maintainable, and well-documented code | Participate in code reviews and contribute to continuous improvement | Troubleshoot and debug issues across the stack","","","$25/hour",False,"High","Low","Low",75,"This is a Junior Software Developer role focused on web application development, where the candidate's strong systems fit aligns well with the requirements for backend and frontend development.","The job description does not specify any restrictions on visa sponsorship and implies that candidates must be authorized to work in the US."
"Software Engineer, Prime Video","Amazon.com","Culver City, CA, US",False,"https://www.indeed.com/viewjob?jk=2d827c284e51f305","indeed","software engineer (""new grad"" OR junior OR entry OR ""0-3 years"")","Los Angeles, CA","AWS, EC2, S3, DynamoDB, Kinesis, Cloudfront, machine learning","Build personalized discovery experience for live streaming events | Design and implement distributed systems for large datasets | Collaborate on the full software development life cycle | Optimize existing systems for reliability and scaling","3+ years software development, 2+ years design or architecture experience, Bachelor's degree in Computer Science or equivalent","Support billions of requests from millions of Prime Video users","$120,000 - $160,000",True,"High","Medium","Medium",80,"This role is for a Software Development Engineer focused on building scalable systems for live streaming, where strong systems engineering skills are essential, and some familiarity with machine learning is beneficial.","The job description does not specify any restrictions on visa sponsorship and mentions that candidates must be authorized to work in the US."
"Software Development Engineer, Live Sports - Prime Video","Amazon.com","Culver City, CA, US",False,"https://www.indeed.com/viewjob?jk=78f7f641154ae6c5","indeed","software engineer (""new grad"" OR junior OR entry OR ""0-3 years"")","Los Angeles, CA","AWS, EC2, S3, DynamoDB, Kinesis, Cloudfront, machine learning","Build personalized discovery experience for live streaming events | Design and implement distributed systems for large datasets | Collaborate on the full software development life cycle | Optimize existing systems for reliability and scaling","3+ years software development, 2+ years design or architecture, Bachelor's degree in Computer Science or equivalent","Support billions of requests from millions of users","$120,000 - $160,000",True,"High","Medium","Medium",80,"This role is primarily focused on building scalable systems for live streaming, making the candidate's strong systems experience a great fit, while also valuing some algorithmic and retrieval infrastructure knowledge.","The job description does not specify any restrictions on visa sponsorship and mentions that candidates must be authorized to work in the US."
"Software Engineer II, ML Infra","Amazon.com","Irvine, CA, US",False,"https://www.indeed.com/viewjob?jk=535d93bf34cd08ae","indeed","""algorithm engineer"" OR ""applied scientist""","Los Angeles, CA","Python, AWS, ECS, Sagemaker, Redshift, DynamoDB, Lambda, SQS, Step Functions","Design and build scalable infrastructure to train, deploy and manage ML models | Develop and automate software for ML workflows | Optimize cost and performance of training and inference workloads | Actively mentor other engineers on the team or related teams | Contribute to ML infrastructure roadmap planning","3+ years software development, BS in Computer Science or equivalent","Improve products through model-based experiments","$120,000 - $150,000",True,"High","Medium","High",85,"This role is a Software Engineer position focused on building and optimizing ML infrastructure, which aligns well with the candidate's strong systems and algorithmic ML skills.","The job description does not specify any restrictions on visa sponsorship and mentions that applicants must be authorized to work in the US."
"Software Development Engineer, AGI","Amazon.com","El Segundo, CA, US",False,"https://www.indeed.com/viewjob?jk=5e7c579a055daec4","indeed","""algorithm engineer"" OR ""applied scientist""","Los Angeles, CA","Python, Spark, Java, Scala","Design and build scalable systems for web information processing | Optimize data processing architecture for performance and cost-effectiveness | Implement systems to process content and extract meaning | Develop data pipelines for deploying ML models on large datasets | Collaborate with scientists and engineers to prototype and deploy algorithms","3+ years software development, Bachelor's degree in Computer Science or equivalent","Ensure performance, scalability, resilience, and cost-effectiveness of systems","$129,300 - $223,600",False,"High","Medium","Medium",80,"This role is a Software Engineer position focused on building scalable systems and data pipelines, making the candidate's strong systems fit a key asset, while algorithmic and retrieval skills are also beneficial but secondary.","The job description does not specify any restrictions on visa sponsorship and mentions that applicants must be authorized to work in the US."
"Software Engineer II","tastytrade, Inc.","Chicago, IL, US",False,"https://www.indeed.com/viewjob?jk=d923be6a4a92bb63","indeed","software engineer (""new grad"" OR junior OR entry OR ""0-3 years"")","Chicago, IL","Ruby, Java, JavaScript","Build and maintain Ruby APIs, services, and systems | Implement technology improvements for security, reliability, and performance | Provide guidance and leadership to junior team members | Translate requirements into production-quality code | Write comprehensive tests for your code","","Discretionary performance bonus of 8-12% based on individual and company performance","$146,750",False,"High","Low","Low",80,"This role is a Software Engineer position focused on building and maintaining internal tools, which aligns well with the candidate's strong systems background, particularly in backend development.","The job description does not specify any restrictions on visa sponsorship and mentions that candidates must be authorized to work in the US, which is standard."
"Junior Software Engineer– GrandPad","grandPad","Remote, US",True,"https://www.indeed.com/viewjob?jk=0245ae9a3059e8c5","indeed","software engineer (""new grad"" OR junior OR entry OR ""0-3 years"")","Remote","Java, Kotlin, Swift, PHP, JavaScript, SQL, AngularJS, HTML, Google Cloud Platform, AWS","Develop features and enhancements for GrandPad’s applications (Android, iOS, web, backend) | Deliver well-structured, testable, and scalable code according to engineering best practices | Participate in the full software development lifecycle, including planning, developing, testing, deployment, and maintenance | Integrate APIs and software components into functional systems | Collaborate with cross-functional team members on user flows, functionality, and design","1-2 years software development, B.S. in Computer Science or related field","","$70,000 - $90,000",True,"High","Low","Low",80,"This role is a Junior Software Engineer position focused on full-stack development, where the candidate's strong systems fit aligns well with the requirements for building applications and enhancing user experiences.","The job description does not specify any restrictions on visa sponsorship and mentions that candidates must be authorized to work in the US."
"Intern - .Net Software Engineer","Velera","Remote, US",True,"https://www.indeed.com/viewjob?jk=260d4e22b8efd0f5","indeed","software engineer (""new grad"" OR junior OR entry OR ""0-3 years"")","Remote","C#, SQL, Azure DevOps, Azure, AWS, React.js","Participate in Agile activities and collaborate with team members | Develop basic C# code and designs for technology systems | Learn and apply UX/UI principles in software design | Engage in data exploration and collaborate with data architects | Update documentation and utilize Azure DevOps Boards for task tracking","","","$20 - $30 per hour",True,"High","Low","Low",80,"This role is a Software Engineer Internship focusing on software development and systems, making the candidate's strong systems fit a good match despite low retrieval and algorithmic fits.","The job description does not specify any restrictions on visa sponsorship and mentions that it is an internship for students enrolled in an accredited university, which typically implies acceptance of F1 OPT/CPT."
"Software Development Apprentice / Associate","State of Ohio","Columbus, OH, US",False,"https://www.indeed.com/viewjob?jk=eec6e851f44ed0e2","indeed","software engineer (""new grad"" OR junior OR entry OR ""0-3 years"")","United States","C#, .NET, SQL","Write clean, scalable code using C# and .NET | Assist in debugging and troubleshooting existing applications | Assist in testing applications and deploying software updates | Work with senior developers, designers, and stakeholders to improve applications | Provide technical support to users","Minimal experience in Information Systems/IT, 1 course or 2 months experience","","$50,000 - $65,000",True,"High","Low","Low",75,"This role is primarily focused on software development and application maintenance, which aligns well with the candidate's strong systems background, making them a good fit for the position.","The job description does not specify any restrictions on visa sponsorship and mentions entry-level positions, which typically accept candidates authorized to work in the US."
"Data Automation Engineer","","Cincinnati, OH, US",False,"https://www.indeed.com/viewjob?jk=1344847cc6bc9cad","indeed","software engineer (""new grad"" OR junior OR entry OR ""0-3 years"")","United States","AI, Data Automation, APIs, Containers, AWS, Azure, React, Vue, Teamcenter, Cameo, NX","Collaborate to define gaps and prioritize integration solutions | Build and test data automation tools | Leverage AI to automate data transfers between digital tools | Produce user documentation and provide user training | Design, document, develop, integrate, and test software","","","$80,000 - $100,000",True,"High","Low","Medium",75,"This role is primarily focused on systems engineering and software development, with a strong emphasis on building data automation solutions, making the candidate's systems fit a strong match.","The job description does not specify any restrictions on visa sponsorship and implies that candidates must be authorized to work in the US."
"Software Developer II - Smart Grid 2.0","Cognizant Technology Solutions","West Palm Beach, FL, US",False,"https://www.indeed.com/viewjob?jk=9876631e8f2b1fba","indeed","software engineer (""new grad"" OR junior OR entry OR ""0-3 years"")","United States","Go, Java, RESTful APIs, AWS, Docker, Kubernetes, PostgreSQL, MongoDB, Git, CI/CD, SonarQube, OAuth, JWT, Apache Kafka, AWS Kinesis, Terraform, CloudFormation, Prometheus, Grafana","Design, develop, and maintain RESTful APIs and microservices | Stitch together diverse system components including IoT devices and data platforms | Build quick proof-of-concepts (POCs) to validate technical approaches | Collaborate with cross-functional teams including DevOps and QA | Mentor junior developers and contribute to team knowledge sharing","3-5 years software development, BS in Computer Science or related field","Ensure API scalability, performance, and reliability standards","$100,000 - $130,000",True,"High","Low","Low",85,"This role is a Software Developer position focused on API development and system integration, where the candidate's strong systems background aligns well with the requirements for building robust backend solutions.","The job description does not specify any restrictions on visa sponsorship and mentions that candidates must be authorized to work in the US."
"Software Engineer II","Knowledge Services","Indianapolis, IN, US",False,"https://www.indeed.com/viewjob?jk=79c8a559cbd092ed","indeed","software engineer (""new grad"" OR junior OR entry OR ""0-3 years"")","United States","Angular, TypeScript, C#, SQL, Jira, Azure DevOps, Git, Azure, AWS, Terraform, PowerShell, VB.NET","Design, develop, and unit test web applications and APIs | Engage in peer reviews and address feedback | Lead small development projects with oversight | Mentor and coach junior engineers | Continuously learn and improve technical skills","2-4 years full-stack development, BS in Computer Science or equivalent preferred","","$90,000 - $120,000",True,"High","Low","Low",85,"This is a Software Engineer role focused on full-stack development and modernizing technical solutions, where the candidate's strong systems fit aligns well with the requirements.","The job description does not specify any restrictions on visa sponsorship and mentions ""Must be authorized to work in the US,"" which is standard."
"Junior Software Engineer","Connecticut RISE Network","New Haven, CT, US",True,"https://www.indeed.com/viewjob?jk=a1a5e8536a5464f9","indeed","software engineer (""new grad"" OR junior OR entry OR ""0-3 years"")","United States","JavaScript, TypeScript, Node.js, Vue, AWS, Kubernetes, Firebase, Helm, Terraform, PostgreSQL, Redis, Firestore","Design, build, and ship new features for the CT RISE product ecosystem | Integrate backend, frontend, and cloud components into scalable solutions | Collaborate with engineers, product managers, and designers | Build and maintain RESTful APIs and cloud-native services | Participate in code reviews and improve existing systems","","","$70,000 - $90,000",True,"High","Low","Medium",80,"This role is a Software Engineer position focused on building and maintaining cloud-based platforms, making the candidate's strong systems fit a key asset, while their algorithmic knowledge adds value.","The job description does not specify any restrictions on visa sponsorship and implies that candidates must be authorized to work in the US."
"Associate","Clever Devices","Apex, NC, US",False,"https://www.indeed.com/viewjob?jk=aea1f44111d977d4","indeed","software engineer (""new grad"" OR junior OR entry OR ""0-3 years"")","United States","Java, JavaScript, jQuery, Struts, XML, JSON, JUnit, SQL Server, JSP","Design, implement, and document software systems | Write maintainable, clean, and efficient programming code | Practice Test Driven Development (TDD) and create unit tests | Perform various types of software testing | Participate in code reviews and peer programming","Entry-level, BS in Computer Science or related discipline required","","$70,000 - $90,000",True,"High","Low","Low",80,"This role is for an Associate Software Engineer, focusing on software development and systems design, where the candidate's strong systems skills align well with the requirements.","The job description does not specify any restrictions on visa sponsorship and mentions that candidates must be authorized to work in the US."
"Software Design Engineer","Pantex Plant","Amarillo, TX, US",False,"https://www.indeed.com/viewjob?jk=c6485889c7f3f5d2","indeed","software engineer (""new grad"" OR junior OR entry OR ""0-3 years"")","United States","Software Engineering, Database Design, System Integration, User Interface Design","Establish software design needs and plans for implementation | Provide expertise for troubleshooting and technical assessments | Design and develop software applications for complex instrumentation systems | Coordinate changes with engineering, quality, and manufacturing activities | Execute qualification/testing plans and provide field support","2 years job-related experience, Bachelor's degree in software engineering or related discipline","Meet customer contract requirements, ensure software quality","$80,000 - $100,000",True,"High","Low","Medium",75,"This role is primarily focused on software design and engineering, requiring strong systems skills, while also valuing algorithmic knowledge for data manipulation and analysis, making the candidate a strong match.","The job description does not specify any restrictions on visa sponsorship and mentions that candidates must be authorized to work in the US."
"Engineer I/II - Next-Gen DoD Software Innovator","HII","Roanoke, VA, US",False,"https://www.indeed.com/viewjob?jk=342da82a71697777","indeed","software engineer (""new grad"" OR junior OR entry OR ""0-3 years"")","United States","FPGA, Quartus, Vivado, ISE, embedded systems, EDA tools, object-oriented design","Lead reverse engineering tasks on existing products | Research, design, and develop innovative algorithms | Collaborate with hardware engineers and team members | Implement algorithms from hardware engineers or academic research | Communicate effectively and participate in code reviews","Entry level, experience with FPGA design and software reverse engineering preferred","","$70,000 - $95,000",False,"Medium","Low","High",80,"This role focuses on reverse engineering and algorithm development, making the candidate's strong algorithmic and mathematical background a good fit, despite lower emphasis on systems and retrieval infrastructure.","The job description does not specify any restrictions on visa sponsorship and mentions that candidates must be authorized to work in the US."
"Web Developer TSE","National Rural Electric Cooperative Association","Arlington, VA, US",False,"https://www.indeed.com/viewjob?jk=0aff5cb33bdf585f","indeed","software engineer (""new grad"" OR junior OR entry OR ""0-3 years"")","United States","Drupal, WordPress, Adobe Creative Suite, JavaScript, jQuery, HTML, CSS","Develop and maintain national and local websites for Touchstone Energy members | Coordinate and oversee third-party development for web programs | Provide user education and technical support for SHiNE CMS and Co-op Web Builder platforms | Monitor websites for accuracy and at-risk status | Lead and mentor junior web developers and contractors","3+ years in web design with CMS, experience with Adobe Creative Suite, JavaScript, and HTML/CSS","Ensure seamless user experience, timely resolution of technical support tickets, and adherence to brand standards","$70,000 - $90,000",True,"High","Low","Low",75,"This role focuses on web development and support, requiring strong systems skills, particularly in CMS and web design, making the candidate a strong match despite low retrieval and algorithmic fits.","The job description does not specify any restrictions on visa sponsorship and mentions that candidates must be authorized to work in the US."
"Full Stack Developer","Steampunk","McLean, VA, US",False,"https://www.indeed.com/viewjob?jk=bc5b0cc1341e9d02","indeed","software engineer (""new grad"" OR junior OR entry OR ""0-3 years"")","United States","Java, React, Git, Jenkins, Docker, Kubernetes, AWS, Azure, GCP","Design, develop, and deploy modular micro-services and cloud-based systems | Troubleshoot software quality, security and reliability issues | Automate unit and functional tests | Document software code, features, and training guides | Act as an individual contributor and mentor more junior team members","3-5 years software development, BS in IT or 2 years related IT experience","","$85,000 - $170,000",False,"High","Low","Low",85,"This role is a Software Developer position that emphasizes strong systems development skills, particularly in microservices and cloud-based systems, making the candidate a strong match.","The job description does not specify any restrictions on visa sponsorship and mentions the ability to work in the U.S."
"Junior Software Engineer (DO-178C Documentation)","Expleo Group","Philadelphia, PA, US",False,"https://www.indeed.com/viewjob?jk=8f2c9536495ec7b9","indeed","software engineer (""new grad"" OR junior OR entry OR ""0-3 years"")","United States","C, DO-178C, embedded systems, real-time operating systems (RTOS)","Assist with DO-178C documentation activities for embedded systems | Participate in C code reviews and requirements reviews | Support general documentation reviews to ensure compliance with safety-critical standards","N/A, Bachelor’s degree in Computer Science, Electrical Engineering, or related field","","$35–$60 per hour",False,"High","Low","Low",80,"This is a Junior Software Engineer role focused on embedded software development and DO-178C documentation, where the candidate's systems fit is strong due to the emphasis on C programming and compliance with safety-critical standards.","The role is open to candidates authorized to work in the US, which implies potential for visa sponsorship."
"Software Engineer, Prime Video","Amazon.com","Arlington, VA, US",False,"https://www.indeed.com/viewjob?jk=ad50cd5be5eca7b9","indeed","software engineer (""new grad"" OR junior OR entry OR ""0-3 years"")","United States","AWS, EC2, S3, DynamoDB, Kinesis, Cloudfront, machine learning","Build personalized discovery experience for live streaming events | Design and implement distributed systems for large datasets | Collaborate on the full software development life cycle | Optimize existing systems for reliability and scaling","3+ years software development, 2+ years design or architecture experience, Bachelor's degree in Computer Science or equivalent","Handle billions of requests from millions of users","$120,000 - $160,000",True,"High","Medium","Medium",80,"This role is primarily focused on building scalable systems for live streaming, which aligns well with the candidate's strong systems background, while also valuing some algorithmic and retrieval infrastructure skills for personalized content discovery.","The job description does not specify any restrictions on visa sponsorship and mentions that candidates must be authorized to work in the US."
"Software Development Engineer, Live Sports - Prime Video","Amazon.com","Arlington, VA, US",False,"https://www.indeed.com/viewjob?jk=1d4a3d5d15527eea","indeed","software engineer (""new grad"" OR junior OR entry OR ""0-3 years"")","United States","AWS, EC2, S3, DynamoDB, Kinesis, Cloudfront, machine learning","Build personalized discovery experience for live streaming events | Design and implement distributed systems for large datasets | Collaborate on the full software development life cycle","3+ years software development, 2+ years design or architecture experience, BS in Computer Science or equivalent","Support billions of requests from millions of Prime Video users","$120,000 - $160,000",True,"High","Medium","Medium",80,"This role is primarily focused on building scalable systems for live streaming, making the candidate's strong systems background a great fit, while also valuing some algorithmic and retrieval infrastructure experience.","The job description does not specify any restrictions on visa sponsorship and mentions that candidates must be authorized to work in the US."
"Data Analyst","ExxonMobil","Houston, TX, US",False,"https://www.indeed.com/viewjob?jk=fdce8b00ea7a6283","indeed","machine learning engineer (""new grad"" OR junior OR entry)","United States","SQL, Python, Databricks, Alteryx, Spotfire, MS Power Platform","Develop automated reports and conduct analyses for KPIs and performance trends | Build and manage data pipelines integrating structured and unstructured data sources | Design and develop automated workflows to minimize human error and standardize data | Develop ETL processes and maintain application integrations across multiple systems | Evaluate current processes and provide recommendations for optimization","","Timely and accurate distribution of recurring reports, improved data integrity and governance","$90,000 - $120,000",True,"High","Low","Medium",75,"This role is primarily focused on data analysis and engineering, requiring strong systems skills for data pipelines and automation, with some algorithmic knowledge for data insights, making it a good match overall.","The job description does not specify any restrictions on visa sponsorship and mentions that candidates must be authorized to work in the US."
"(USA) Staff, Data Scientist","Sam's Club","Bentonville, AR, US",False,"https://www.indeed.com/viewjob?jk=804d27624f736720","indeed","machine learning engineer (""new grad"" OR junior OR entry)","United States","SQL, NoSQL, Python, R, Tableau, PowerBI","Identify suitable data sources and perform initial data quality checks | Apply data strategy principles to business problems | Conduct model assessment and validation using various metrics | Generate data visualizations and communicate insights effectively | Translate business requirements into actionable projects","","Projected return on investment or cost savings from business cases","$90,000 - $120,000",True,"Low","Low","High",80,"This role focuses on analytical modeling and data visualization, requiring strong algorithmic and mathematical skills, making the candidate a strong match despite low systems and retrieval infrastructure fit.","The job description does not specify any restrictions on visa sponsorship and implies that candidates must be authorized to work in the US."
"Software Engineer","Siemens","Washington, DC, US",True,"https://www.indeed.com/viewjob?jk=ad7eac90da0df61b","indeed","backend engineer (""new grad"" OR junior OR entry)","United States","Python, Go, TypeScript, PyTorch, HuggingFace, ONNX Runtime, LangChain, AWS, Kubernetes, Redis, Postgres, S3, Terraform, GitHub Actions, Datadog, Grafana, Prometheus","Design and build distributed services that are performant and maintainable | Own projects end-to-end, from design to deployment and monitoring | Collaborate with ML engineers, product managers, and infrastructure teams | Participate in code reviews, design discussions, and technical deep dives | Contribute to team standards and continuously improve system reliability and performance","3+ years of professional software development experience, experience building and operating backend systems or distributed services","","$120,000 - $150,000",True,"High","Medium","Medium",80,"This role is primarily focused on software engineering and systems design, requiring strong backend development skills and experience with distributed services, making the candidate a strong match.","The job description does not specify any restrictions on visa sponsorship and mentions that candidates must be authorized to work in the US, which is standard."
"Software Engineer (Python & Go)","OPSWAT","Durham, NC, US",True,"https://www.indeed.com/viewjob?jk=4c18875ca3d34ee9","indeed","backend engineer (""new grad"" OR junior OR entry)","United States","Python, Go, CI/CD, Git, Jenkins, Jira, Confluence","Design, implement, and maintain software components for the Netwall product line | Write scripts and develop tools to support automation and deployment tasks | Assist in the implementation and monitoring of CI/CD pipelines | Maintain and improve internal server lab infrastructure","","Meet project timelines, Improve automation and deployment efficiency","$70,000 - $90,000",True,"High","Low","Low",85,"This role is a Junior Software Engineer position focused on backend development and DevOps, making the candidate's strong systems fit a key match for the requirements.","The job description does not specify any restrictions on visa sponsorship and implies that candidates must be authorized to work in the US."
